CanIdentifier,Type,Brand,Brew,Brewery,City,State,Caption,Size,Faces,Type,Side,Brand,Brew,Brewery,City,State,Caption,AltView,Price,Size,Faces,Tax,MandatoriesChanged,CanAdded
1138180,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,Red stripes,12,1,F,S,TAVERN PALE,BEER,Atlantic,Chicago,IL,Red stripes,,15,12,1,,,
1138190,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"Gold stripes, ""BEER"" at top",12,1,F,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"Gold stripes, ""BEER"" at top",,15,12,1,,,
1138200,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"Gold stripes, ""BEER"" at top",12,1,F,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"Gold stripes, ""BEER"" at top",,15,12,1,,,
1138210,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"Gold stripes, no ""BEER"" at top",12,1,F,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"Gold stripes, no ""BEER"" at top",,15,12,1,,,
1138220,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"3 cities, gold trim",12,2,F,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"3 cities, gold trim",,30,12,2,,,
1138230,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"3 cities, silver trim",12,2,F,F,TAVERN PALE,BEER,Atlantic,Chicago,IL,"3 cities, silver trim",,45,12,2,,,
1138240,F,TAVERN PALE DRY,BEER,Atlantic,Chicago,IL,,12,2,F,F,TAVERN PALE DRY,BEER,Atlantic,Chicago,IL,,,6,12,2,,,
1138250,F,TAVERN PALE DRY,BEER,Atlantic,South Bend,IN,,12,2,F,F,TAVERN PALE DRY,BEER,Atlantic,South Bend,IN,,,7,12,2,,,
1138260,F,TECH GOLDEN,BEER,Pittsburgh,Pittsburgh,PA,,12,1,F,F,TECH GOLDEN,BEER,Pittsburgh,Pittsburgh,PA,,,100,12,1,,,
1138270,F,TECH PREMIUM,BEER,Pittsburgh,Pittsburgh,PA,,12,1,F,F,TECH PREMIUM,BEER,Pittsburgh,Pittsburgh,PA,,,250,12,1,,,
1138280,F,TEMPO,BEER,Blatz,Milwaukee,WI,"1955, ""New Discovery FREES BEER FROM...""",12,2,F,F,TEMPO,BEER,Blatz,Milwaukee,WI,"1955, ""New Discovery FREES BEER FROM...""",,175,12,2,,,
1138290,F,TEMPO,BEER,Blatz,Milwaukee,WI,"1955, ""Lightest Beer ever""",12,2,F,F,TEMPO,BEER,Blatz,Milwaukee,WI,"1955, ""Lightest Beer ever""",,175,12,2,,,
1138300,F,THREE THIRTY THREE PILSENER BRAND,BEER,Gold Brau,Chicago,IL,"No ""BREWED AND PACKED BY...""",12,1,F,F,THREE THIRTY THREE PILSENER BRAND,BEER,Gold Brau,Chicago,IL,"No ""BREWED AND PACKED BY...""",,20,12,1,,,
1138310,F,THREE THIRTY THREE PILSENER BRAND,BEER,Gold Brau,Chicago,IL,"""BREWED AND PACKED BY...""",12,1,F,F,THREE THIRTY THREE PILSENER BRAND,BEER,Gold Brau,Chicago,IL,"""BREWED AND PACKED BY...""",,20,12,1,,,
1138315,F,THREE THIRTY THREE PILSENER BRAND,BEER,Gold Brau,Chicago,IL,"""BREWED AND PACKED BY...""",12,1,F,F,THREE THIRTY THREE PILSENER BRAND,BEER,Gold Brau,Chicago,IL,"""BREWED AND PACKED BY...""",,,12,1,,,Yes
1138320,F,TIGER,BEER,Manhattan,Chicago,IL,,12,1,F,F,TIGER,BEER,Manhattan,Chicago,IL,,,1000+,12,1,OT,,
1138330,F,TIVOLI ARISTOCRAT,BEER,Tivoli Union,Denver,CO,"Gold ""Tivoli""",12,1,F,F,TIVOLI ARISTOCRAT,BEER,Tivoli Union,Denver,CO,"Gold ""Tivoli""",,135,12,1,T,,
1138340,F,TIVOLI ARISTOCRAT,BEER,Tivoli Union,Denver,CO,"Red ""Tivoli""",12,1,F,F,TIVOLI ARISTOCRAT,BEER,Tivoli Union,Denver,CO,"Red ""Tivoli""",,80,12,1,,,
1138350,F,TIVOLI WESTERN PREMIUM,BEER,Tivoli Union,Denver,CO,,12,1,F,F,TIVOLI WESTERN PREMIUM,BEER,Tivoli Union,Denver,CO,,,60,12,1,,,
1138360,F,TIVOLI WESTERN PREMIUM,BEER,Tivoli,Denver,CO,1951,12,1,F,F,TIVOLI WESTERN PREMIUM,BEER,Tivoli,Denver,CO,1951,,50,12,1,,,
1138370,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,1958,12,2,F,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,1958,,30,12,2,,,
1138380,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,,12,2,F,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,,,,12,2,,,
1138390,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,Brown line around label,12,2,F,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,Brown line around label,,25,12,2,,,
1138400,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,"1951, black line around label",12,2,F,F,TIVOLI PREMIUM,BEER,Tivoli,Denver,CO,"1951, black line around label",,25,12,2,,,
1139010,F,TIVOLI BEER MALT & MEN,BEER,Tivoli,Denver,CO,,12,1,F,F,TIVOLI BEER MALT & MEN,BEER,Tivoli,Denver,CO,,,50,12,1,,,
1139020,F,TIVOLI BEER MALT & MEN,BEER,,,,,,,F,S,TIVOLI BEER MALT & MEN,BEER,,,,,Back of 1,,,,,,
1139030,F,TIVOLI,BEER,Tivoli,Denver,CO,1960,12,2,F,F,TIVOLI,BEER,Tivoli,Denver,CO,1960,,20,12,2,,,
1139040,F,TIVOLI GARDENS PREMIUM A LIGHT COLORADO,BEER,Tivoli,Denver,CO,,12,2,F,F,TIVOLI GARDENS PREMIUM A LIGHT COLORADO,BEER,Tivoli,Denver,CO,,,85,12,2,,,
1139050,F,TIVOLI,BOCK,Tivoli,Denver,CO,,12,2,F,F,TIVOLI,BOCK,Tivoli,Denver,CO,,,35,12,2,,,
1139060,F,TOP HAT COLORADO,BEER,Tivoli,Denver,CO,,12,2,F,F,TOP HAT COLORADO,BEER,Tivoli,Denver,CO,,,200,12,2,,,
1139070,F,TOPPER LIGHT DRY,ALE,Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY,ALE,Rochester,Rochester,NY,,,70,12,2,,,
1139080,F,TOPPER LIGHT DRY,BEER,Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY,BEER,Rochester,Rochester,NY,,,40,12,2,,,
1139090,F,TOPPER LIGHT DRY,ALE,Standard Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY,ALE,Standard Rochester,Rochester,NY,,,70,12,2,,,
1139100,F,TOPPER LIGHT DRY,ALE,Standard Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY,ALE,Standard Rochester,Rochester,NY,,,175,12,2,,,
1139110,F,TOPPER LIGHT DRY,ALE,Standard Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY,ALE,Standard Rochester,Rochester,NY,,,175,12,2,,,
1139120,F,TOPPER LIGHT DRY,BEER,Standard Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY,BEER,Standard Rochester,Rochester,NY,,,35,12,2,,,
1139130,F,TOPPER LIGHT DRY PILSENER,BEER,Standard Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY PILSENER,BEER,Standard Rochester,Rochester,NY,,,35,12,2,,,
1139140,F,TOPPER LIGHT DRY PILSENER,BEER,Standard Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY PILSENER,BEER,Standard Rochester,Rochester,NY,,,200,12,2,,,
1139150,F,TOPPER LIGHT DRY PILSENER,BEER,Standard Rochester,Rochester,NY,,12,2,F,F,TOPPER LIGHT DRY PILSENER,BEER,Standard Rochester,Rochester,NY,,,10,12,2,,,
1139160,F,TOWN & COUNTRY,BEER,Pacific,Oakland,CA,,12,2,F,F,TOWN & COUNTRY,BEER,Pacific,Oakland,CA,,,500,12,2,,,
1139170,F,TOWN & COUNTRY V.V.S.,MALT LIQUOR,Sunshine,Reading,PA,,12,1,F,F,TOWN & COUNTRY V.V.S.,MALT LIQUOR,Sunshine,Reading,PA,,,125,12,1,,,
1139180,F,TOWN CLUB LAGER,BEER,No Mandatory,,,DNCMT (4%) POABW,12,1,F,F,TOWN CLUB LAGER,BEER,No Mandatory,,,DNCMT (4%) POABW,,1000+,12,1,OT,,
1139190,F,TOWN CLUB LAGER,BEER,Star,Vancouver,WA,DNCMT (4%) POABW,12,1,F,F,TOWN CLUB LAGER,BEER,Star,Vancouver,WA,DNCMT (4%) POABW,,1000+,12,1,OT,,
1139200,F,TOWN CLUB LAGER,BEER,Interstate,Vancouver,WA,"DNCMT (4%) POABW, dull gray",12,1,F,F,TOWN CLUB LAGER,BEER,Interstate,Vancouver,WA,"DNCMT (4%) POABW, dull gray",,1000+,12,1,OT,,
1139210,F,TOWN CLUB LAGER,BEER,Interstate,Vancouver,WA,DNCMT (4%) POABW,12,1,F,F,TOWN CLUB LAGER,BEER,Interstate,Vancouver,WA,DNCMT (4%) POABW,,1000+,12,1,OT,,
1139220,F,TOWN HOUSE PILSNER,BEER,Monarch,Los Angeles,CA,,12,1,F,F,TOWN HOUSE PILSNER,BEER,Monarch,Los Angeles,CA,,,1000+,12,1,T,,
1139230,F,TRIANGLE DE LUXE,BEER,ABC,St. Louis,MO,,12,1,F,F,TRIANGLE DE LUXE,BEER,ABC,St. Louis,MO,,,1000+,12,1,OT,,
1139240,F,TROMMER'S,ALE,"John F. Trommer, Inc. of N.J.",Orange,NJ,,12,1,F,F,TROMMER'S,ALE,"John F. Trommer, Inc. of N.J.",Orange,NJ,,,750,12,1,OT,,
1139250,F,TROMMER'S,ALE,"John F. Trommer, Inc. of N.J.",Orange,NJ,,12,2,F,F,TROMMER'S,ALE,"John F. Trommer, Inc. of N.J.",Orange,NJ,,,475,12,2,T,,
1139260,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,,12,1,F,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,,,110,12,1,W,,
1139270,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,Gold contents at bottom,12,2,F,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,Gold contents at bottom,,50,12,2,T,,
1139280,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,Black contents at bottom,12,2,F,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,Black contents at bottom,,50,12,2,T,,
1139290,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,,12,2,F,F,TROMMER'S,BEER,"John F. Trommer, Inc.",Orange,NJ,,,50,12,2,,,
1139300,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,OI at top,12,1,F,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,OI at top,,450,12,1,OT,,
1139302,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,OI at bottom,12,1,F,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,OI at bottom,,,12,1,OT,,Yes
1139310,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,White,12,2,F,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,White,,200,12,2,T,,
1139320,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,Dull gold,12,2,F,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,Dull gold,,125,12,2,T,,
1139330,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,Metallic gold,12,2,F,F,TROMMER'S,MALT,"John F. Trommer, Inc. of N.J.",Orange,NJ,Metallic gold,,100,12,2,T,,
1139340,F,TROMMER'S,BOCK,"John F. Trommer, Inc. of N.J.",Orange,NJ,"Straight ""M""s in ""TROMMER'S""",12,1,F,F,TROMMER'S,BOCK,"John F. Trommer, Inc. of N.J.",Orange,NJ,"Straight ""M""s in ""TROMMER'S""",,1000+,12,1,OT,,
1139350,F,TROMMER'S,BOCK,"John F. Trommer, Inc. of N.J.",Orange,NJ,"Widening ""M""s in ""TROMMER'S""",12,1,F,F,TROMMER'S,BOCK,"John F. Trommer, Inc. of N.J.",Orange,NJ,"Widening ""M""s in ""TROMMER'S""",,1000+,12,1,OT,,
1139360,F,TROMMER'S,BOCK,"John F. Trommer, Inc.",Orange,NJ,,12,2,F,F,TROMMER'S,BOCK,"John F. Trommer, Inc.",Orange,NJ,,,1000+,12,2,,,
1139370,F,TROMMER'S,BEER,Piel Bros.,Brooklyn,NY,"""Better because it's all-Malt! and Hops!""",12,2,F,F,TROMMER'S,BEER,Piel Bros.,Brooklyn,NY,"""Better because it's all-Malt! and Hops!""",,60,12,2,,,
1139380,F,TROMMER'S,BEER,Piel Bros.,Brooklyn,NY,"""Brewed from selected Malt and Hops!""",12,2,F,F,TROMMER'S,BEER,Piel Bros.,Brooklyn,NY,"""Brewed from selected Malt and Hops!""",,60,12,2,,,
1139390,F,TROMMERS RED LETTER,BEER,Trommer,Brooklyn,NY,,12,3,F,F,TROMMERS RED LETTER,BEER,Trommer,Brooklyn,NY,,,30,12,3,,,
1139400,F,TROPHY,BEER,Trophy,Chicago,IL,"""TROPHY"" on sides",12,1,F,F,TROPHY,BEER,Trophy,Chicago,IL,"""TROPHY"" on sides",,60,12,1,,,
1139405,F,TROPHY,BEER,Trophy,Chicago,IL,"""ABD"" on sides",12,1,F,F,TROPHY,BEER,Trophy,Chicago,IL,"""ABD"" on sides",,,12,1,,,Yes
1140010,F,TROPHY PREMIUM,BEER,B.B.,Chicago,IL,,12,2,F,F,TROPHY PREMIUM,BEER,B.B.,Chicago,IL,,,25,12,2,,,
1140020,F,TROPHY PREMIUM,BEER,Schoenhofen Edelweiss,Chicago,IL,,12,2,F,F,TROPHY PREMIUM,BEER,Schoenhofen Edelweiss,Chicago,IL,,,25,12,2,,,
1140030,F,TROPHY PREMIUM,BEER,Drewry's Ltd.,South Bend,IN,,12,2,F,F,TROPHY PREMIUM,BEER,Drewry's Ltd.,South Bend,IN,,,20,12,2,,,
1140040,F,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,12,1,F,F,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,,200,12,1,,,
1140045,F,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,"""TAMPA FLORIDA BREWERY, INC.""",12,2,F,,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,"""TAMPA FLORIDA BREWERY, INC.""",,,12,2,,,Yes
1140050,F,TROPICAL EXTRA FINE,ALE,"""TAMPA FLORIDA BREWERY"" (no ""INC."")",Tampa,FL,"No ""Inc.""",12,2,F,F,TROPICAL EXTRA FINE,ALE,"""TAMPA FLORIDA BREWERY"" (no ""INC."")",Tampa,FL,"No ""Inc.""",,30,12,2,,,
1140060,F,TROPICAL PREMIUM,BEER,Tampa Florida,Tampa,FL,,12,1,F,F,TROPICAL PREMIUM,BEER,Tampa Florida,Tampa,FL,,,500,12,1,,,
1140070,F,TROPICAL GOLDEN ALL GRAIN,BEER,Tampa Florida,Tampa,FL,"""Brewery, Inc.""",12,2,F,F,TROPICAL GOLDEN ALL GRAIN,BEER,Tampa Florida,Tampa,FL,"""Brewery, Inc.""",,80,12,2,,,
1140075,F,TROPICAL GOLDEN ALL GRAIN,BEER,Tampa Florida,Tampa,FL,"No ""Inc."", International Breweries lid",12,2,F,,TROPICAL GOLDEN ALL GRAIN,BEER,Tampa Florida,Tampa,FL,"No ""Inc."", International Breweries lid",,,12,2,,,Yes
1140080,F,TROPICAL PREMIUM LAGER,BEER,Tampa Florida,Tampa,FL,,12,2,F,F,TROPICAL PREMIUM LAGER,BEER,Tampa Florida,Tampa,FL,,,50,12,2,,,
1140085,F,TROPICAL EXTRA FINE,ALE,"International Breweries, Inc.",Covington,KY,,12,2,F,F,TROPICAL EXTRA FINE,ALE,"International Breweries, Inc.",Covington,KY,,,,12,2,,,Yes
1140090,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,,12,2,F,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,,,700,12,2,O,Yes,
1140093,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,"""PERMIT No. PA. U-343"", no tax statement",12,2,F,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,"""PERMIT No. PA. U-343"", no tax statement",,,12,2,O,,Yes
1140095,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,"""PERMIT No. PA..."", tax statement bottom back",12,2,F,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,"""PERMIT No. PA..."", tax statement bottom back",,,12,2,OT,,Yes
1140100,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,"No ""PERMIT No..."", tax statement bottom back",12,2,F,F,TRU-BLU TEN STAR,ALE,Northampton,Northampton,PA,"No ""PERMIT No..."", tax statement bottom back",,300,12,2,OT,,
1140110,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,"""WHITE SEAL"" in blue box",12,2,F,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,"""WHITE SEAL"" in blue box",,750,12,2,OT,,
1140120,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,"""PERMIT No. PA. U-343"", silver/white seal",12,2,F,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,"""PERMIT No. PA. U-343"", silver/white seal",,300,12,2,OT,,
1140130,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,"Blue/white seal, ""WHITE SEAL"" in orange box",12,2,F,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,"Blue/white seal, ""WHITE SEAL"" in orange box",,375,12,2,OT,,
1140140,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,,12,2,F,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,,,500,12,2,OW,,
1140150,F,TRU BLU WHITE SEAL PILSENER,BEER,Northampton,Northampton,PA,"Blue/white seal, ""WHITE SEAL"" in red box",12,2,F,F,TRU BLU WHITE SEAL PILSENER,BEER,Northampton,Northampton,PA,"Blue/white seal, ""WHITE SEAL"" in red box",,375,12,2,OT,,
1140160,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,Silver/white seal,12,2,F,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,Silver/white seal,,300,12,2,OT,,
1140170,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,Silver/white seal,12,2,F,F,TRU BLU WHITE SEAL PILSENER STYLE,BEER,Northampton,Northampton,PA,Silver/white seal,,325,12,2,OT,,
1140180,F,TRUMPS,ALE,No Mandatory,,,American Liquor,12,1,F,F,TRUMPS,ALE,No Mandatory,,,American Liquor,,1000+,12,1,OT,,
1140190,F,TRUMPS,ALE,Wehle,West Haven,CT,,12,1,F,F,TRUMPS,ALE,Wehle,West Haven,CT,,,1000+,12,1,OT,,
1140200,F,TUDOR PREMIUM QUALITY,BEER,Spearman,Pensacola,FL,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Spearman,Pensacola,FL,,,25,12,2,,,
1140210,F,TUDOR PREMIUM QUALITY,BEER,Spearman,Pensacola,FL,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Spearman,Pensacola,FL,,,22,12,2,,,
1140220,F,TUDOR PREMIUM QUALITY CREAM,ALE,Best,Chicago,IL,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Best,Chicago,IL,,,10,12,1,,,
1140230,F,TUDOR PREMIUM QUALITY,BEER,Best,Chicago,IL,,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Best,Chicago,IL,,,7,12,1,,,
1140240,F,TUDOR PILSNER,BEER,Canadian Ace,Chicago,IL,,12,2,F,F,TUDOR PILSNER,BEER,Canadian Ace,Chicago,IL,,,20,12,2,,,
1140250,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Chicago,IL,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Chicago,IL,,,18,12,2,,,
1140260,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Chicago,IL,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Tudor,Chicago,IL,,,15,12,2,,,
1140270,F,TUDOR CREAM,ALE,Tudor,Chicago,IL,,12,2,F,F,TUDOR CREAM,ALE,Tudor,Chicago,IL,,,15,12,2,,,
1140280,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Chicago,IL,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Chicago,IL,,,10,12,2,,,
1140290,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Chicago,IL,Metallic,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Chicago,IL,Metallic,,10,12,2,,,
1140295,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Chicago,Il,Enamel,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Tudor,Chicago,Il,Enamel,,,12,2,,,Yes
1140300,F,TUDOR PILSNER,BEER,Tudor,Chicago,IL,Metallic,12,2,F,F,TUDOR PILSNER,BEER,Tudor,Chicago,IL,Metallic,,10,12,2,,Yes,
1140305,F,TUDOR PILSNER,BEER,Tudor,Chicago,IL,Enamel,12,2,F,F,TUDOR PILSNER,BEER,Tudor,Chicago,IL,Enamel,,,12,2,,,Yes
1140310,F,TUDOR PREMIUM QUALITY CREAM,ALE,Cumberland,Cumberland,MD,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Cumberland,Cumberland,MD,,,20,12,1,,,
1140320,F,TUDOR PREMIUM QUALITY,ALE,Cumberland,Cumberland,MD,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Cumberland,Cumberland,MD,,,18,12,2,,,
1140330,F,TUDOR PREMIUM QUALITY,ALE,Cumberland,Cumberland,MD,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Cumberland,Cumberland,MD,,,15,12,2,,,
1140340,F,TUDOR PREMIUM QUALITY,BEER,Cumberland,Cumberland,MD,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Cumberland,Cumberland,MD,,,12,12,2,,,
1140350,F,TUDOR PREMIUM QUALITY,BEER,Cumberland,Cumberland,MD,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Cumberland,Cumberland,MD,,,10,12,2,,,
1140360,F,TUDOR PREMIUM QUALITY CREAM,ALE,Metropolis,Trenton,NJ,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Metropolis,Trenton,NJ,,,20,12,1,,,
1140370,F,TUDOR PREMIUM QUALITY,ALE,Metropolis,Trenton,NJ,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Metropolis,Trenton,NJ,,,18,12,2,,,
1140380,F,TUDOR PREMIUM QUALITY,ALE,Metropolis,Trenton,NJ,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Metropolis,Trenton,NJ,,,15,12,2,,,
1140390,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,Yellow,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,Yellow,,15,12,1,,,
1140400,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,White,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,White,,12,12,1,,,
1141010,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,No white bands top & bottom,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,No white bands top & bottom,,25,12,2,,,
1141020,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,White bands top & bottom,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,White bands top & bottom,,10,12,2,,,
1141030,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Metropolis,Trenton,NJ,,,10,12,2,,,
1141040,F,TUDOR,BOCK,Metropolis,Trenton,NJ,Armor,12,1,F,F,TUDOR,BOCK,Metropolis,Trenton,NJ,Armor,,110,12,1,,,
1141050,F,TUDOR,BOCK,Metropolis,Trenton,NJ,"Crown, brown bands top & bottom",12,2,F,F,TUDOR,BOCK,Metropolis,Trenton,NJ,"Crown, brown bands top & bottom",,125,12,2,,,
1141060,F,TUDOR,BOCK,Metropolis of N.J.,Trenton,NJ,"Crown, front view of goat",12,2,F,F,TUDOR,BOCK,Metropolis of N.J.,Trenton,NJ,"Crown, front view of goat",,135,12,2,,,
1141070,F,TUDOR CREAM,ALE,Tudor,Trenton,NJ,,12,2,F,F,TUDOR CREAM,ALE,Tudor,Trenton,NJ,,,12,12,2,,,
1141080,F,TUDOR PILSNER,BEER,Tudor,Trenton,NJ,,12,2,F,F,TUDOR PILSNER,BEER,Tudor,Trenton,NJ,,,12,12,2,,,
1141090,F,TUDOR,BOCK,Tudor,Trenton,NJ,,12,2,F,F,TUDOR,BOCK,Tudor,Trenton,NJ,,,70,12,2,,,
1141100,F,TUDOR PREMIUM QUALITY CREAM,ALE,Geo. F. Stein,Buffalo,NY,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Geo. F. Stein,Buffalo,NY,,,30,12,1,,,
1141110,F,TUDOR PREMIUM QUALITY,BEER,Geo. F. Stein,Buffalo,NY,,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Geo. F. Stein,Buffalo,NY,,,20,12,1,,,
1141120,F,TUDOR PREMIUM QUALITY CREAM,ALE,Hornell,Hornell,NY,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,Hornell,Hornell,NY,,,25,12,1,,,
1141130,F,TUDOR PREMIUM QUALITY,ALE,Hornell,Hornell,NY,,12,2,F,F,TUDOR PREMIUM QUALITY,ALE,Hornell,Hornell,NY,,,20,12,2,,,
1141140,F,TUDOR PREMIUM QUALITY,BEER,Hornell,Hornell,NY,,12,1,F,F,TUDOR PREMIUM QUALITY,BEER,Hornell,Hornell,NY,,,18,12,1,,,
1141150,F,TUDOR PREMIUM QUALITY,BEER,Hornell,Hornell,NY,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Hornell,Hornell,NY,,,15,12,2,,,
1141160,F,TUDOR PREMIUM QUALITY,BEER,Hornell,Hornell,NY,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Hornell,Hornell,NY,,,12,12,2,,,
1141170,F,TUDOR,BOCK,Hornell,Hornell,NY,,12,2,F,F,TUDOR,BOCK,Hornell,Hornell,NY,,,150,12,2,,,
1141180,F,TUDOR PREMIUM QUALITY,BEER,Five Star,New York,NY,,12,2,F,F,TUDOR PREMIUM QUALITY,BEER,Five Star,New York,NY,,,200,12,2,,,
1141190,F,TUDOR PREMIUM QUALITY CREAM,ALE,"Metropolis Brewery, Inc.",New York,NY,,12,1,F,F,TUDOR PREMIUM QUALITY CREAM,ALE,"Metropolis Brewery, Inc.",New York,NY,,,25,12,1,T,,
