CanIdentifier,Type,Brand,Brew,Brewery,City,State,Caption,Size,Faces,Type,Side,Brand,Brew,Brewery,City,State,Caption,AltView,Price,Size,Faces,Tax,MandatoriesChanged,CanAdded
1030220,F,ALTA SPECIAL EXPORT,BEER,Grace Bros.,Santa Rosa,CA,,12,1,F,F,ALTA SPECIAL EXPORT,BEER,Grace Bros.,Santa Rosa,CA,,,375,12,1,OT,,
1030230,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""30,000 ARCHERS HUNTED...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""30,000 ARCHERS HUNTED...""",,150,12,1,,,
1030240,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""80,000 MILES OF MODERN...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""80,000 MILES OF MODERN...""",,150,12,1,,,
1030250,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""DETROIT BASEBALL WORLD...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""DETROIT BASEBALL WORLD...""",,150,12,1,,,
1030260,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""FIRST CEMENT HIGHWAY IN MICHIGAN...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""FIRST CEMENT HIGHWAY IN MICHIGAN...""",,150,12,1,,,
1030270,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN RULED BY ENGLISH...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN RULED BY ENGLISH...""",,150,12,1,,,
1030275,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN RULED BY FRENCH...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN RULED BY FRENCH...""",,150,12,1,,,Yes
1030280,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN STATE FLOWER...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN STATE FLOWER...""",,150,12,1,,,
1030290,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN WAS 26TH STATE...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN WAS 26TH STATE...""",,150,12,1,,,
1030300,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN'S HIGHEST POINT...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN'S HIGHEST POINT...""",,150,12,1,,,
1030310,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN LAND AREA...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN LAND AREA...""",,150,12,1,,,
1030320,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN'S NICKNAME...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN'S NICKNAME...""",,150,12,1,,,
1030330,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN RANKS 7TH...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MICHIGAN RANKS 7TH...""",,150,12,1,,,
1030340,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MUSKELUNGE LIFE...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""MUSKELUNGE LIFE...""",,150,12,1,,,
1030350,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""SAULT STE MARIE SETTLED...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""SAULT STE MARIE SETTLED...""",,150,12,1,,,
1030360,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,Spanish Flag…,12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,Spanish Flag…,,150,12,1,,,
1030370,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""STATE CAPITOL COST...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""STATE CAPITOL COST...""",,150,12,1,,,
1030380,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""TY COBB'S HIGHEST AVERAGE...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""TY COBB'S HIGHEST AVERAGE...""",,150,12,1,,,
1030390,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""WALK IN WATER...""",12,1,F,F,ALTES SPORTSMAN,ALE,Altes,Detroit,MI,"""WALK IN WATER...""",,150,12,1,,,
1030400,F,ALTES BRISK LAGER,BEER,Altes,Detroit,MI,2 cities,12,2,F,F,ALTES BRISK LAGER,BEER,Altes,Detroit,MI,2 cities,,60,12,2,,,
1031010,F,ALTES GOLDEN LAGER,BEER,Altes,Detroit,MI,,12,2,F,F,ALTES GOLDEN LAGER,BEER,Altes,Detroit,MI,,,35,12,2,,,
1031020,F,ALTES GOLDEN LAGER,BEER,Altes,Detroit,MI,2 cities,12,2,F,F,ALTES GOLDEN LAGER,BEER,Altes,Detroit,MI,2 cities,,30,12,2,,,
1031030,F,ALTES GOLDEN LAGER,BEER,National of Mich.,Detroit,MI,Gold bands top & bottom,12,1,F,F,ALTES GOLDEN LAGER,BEER,National of Mich.,Detroit,MI,Gold bands top & bottom,,40,12,1,,,
1031040,F,ALTES GOLDEN LAGER,BEER,National of Mich.,Detroit,MI,No gold bands top & bottom,12,1,F,F,ALTES GOLDEN LAGER,BEER,National of Mich.,Detroit,MI,No gold bands top & bottom,,35,12,1,,,
1031050,F,ALTES GOLDEN LAGER,BEER,National of Mich.,Detroit,MI,Gold bands top & bottom,12,1,F,F,ALTES GOLDEN LAGER,BEER,National of Mich.,Detroit,MI,Gold bands top & bottom,,40,12,1,,,
1031060,F,AMBASSADOR EXPORT BREWED,BEER,G. Krueger,Newark,NJ,Red vest,12,2,F,F,AMBASSADOR EXPORT BREWED,BEER,G. Krueger,Newark,NJ,Red vest,,30,12,2,,,
1031070,F,AMBASSADOR EXPORT BREWED,BEER,G. Krueger,Newark,NJ,No red vest,12,2,F,F,AMBASSADOR EXPORT BREWED,BEER,G. Krueger,Newark,NJ,No red vest,,30,12,2,,,
1031080,F,AMBASSADOR EXPORT BREWED,BEER,G. Krueger,Cranston,RI,"""...UNDER LIC. BY GBK CO; INC...""",12,2,F,F,AMBASSADOR EXPORT BREWED,BEER,G. Krueger,Cranston,RI,"""...UNDER LIC. BY GBK CO; INC...""",,50,12,2,,,
1031090,F,AMBER BRAU FULLY AGED LAGER,BEER,Maier,Los Angeles,CA,Mandatory near bottom,12,2,F,F,AMBER BRAU FULLY AGED LAGER,BEER,Maier,Los Angeles,CA,Mandatory near bottom,,25,12,2,,,
1031100,F,AMBER BRAU LAGER,BEER,Maier,Los Angeles,CA,Mandatory seam left,12,2,F,F,AMBER BRAU LAGER,BEER,Maier,Los Angeles,CA,Mandatory seam left,,20,12,2,,,
1031110,F,AMBROSIA LAGER,BEER,Ambrosia,Chicago,IL,,12,1,F,F,AMBROSIA LAGER,BEER,Ambrosia,Chicago,IL,,,1000+,12,1,OT,,
1031120,F,AMBROSIA LAGER,BEER,South Side,Chicago,IL,Tall Can,12,1,F,F,AMBROSIA LAGER,BEER,South Side,Chicago,IL,Tall Can,,1000+,12,1,OT,,
1031130,F,AMERICAN,BEER,American,Baltimore,MD,1 face,12,1,F,F,AMERICAN,BEER,American,Baltimore,MD,1 face,,75,12,1,,,
1031140,F,AMERICAN,BEER,American,Baltimore,MD,2 faces,12,2,F,F,AMERICAN,BEER,American,Baltimore,MD,2 faces,,60,12,2,,,
1031150,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Enamel red,12,1,F,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Enamel red,,20,12,1,,,
1031160,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Metallic red,12,1,F,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Metallic red,,15,12,1,,,
1031170,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Enamel,12,1,F,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Enamel,,300,12,1,,,
1031180,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Metallic,12,1,F,F,AMERICAN THE ALL GRAIN,BEER,American,Baltimore,MD,Metallic,,300,12,1,,,
1031190,F,AMERICAN DRY EXTRA PREMIUM LAGER,BEER,Eastern Brewing Corp.,Hammonton,NJ,"No ""PACKED FOR SILVER BROS...""",12,2,F,F,AMERICAN DRY EXTRA PREMIUM LAGER,BEER,Eastern Brewing Corp.,Hammonton,NJ,"No ""PACKED FOR SILVER BROS...""",,15,12,2,,,
1031195,F,AMERICAN DRY EXTRA PREMIUM LAGER,BEER,Eastern Brewing Corp.,Hammonton,NJ,"""PACKED FOR SILVER BROS..."" seam right",12,2,F,F,AMERICAN DRY EXTRA PREMIUM LAGER,BEER,Eastern Brewing Corp.,Hammonton,NJ,"""PACKED FOR SILVER BROS..."" seam right",,,12,2,,,Yes
1031200,F,AMERICAN DRY EXTRA PREMIUM LAGER,BEER,Five Star,New York,NY,,12,2,F,F,AMERICAN DRY EXTRA PREMIUM LAGER,BEER,Five Star,New York,NY,,,20,12,2,,,
1031210,F,"A-1, LANCERS",ALE,Arizona,Phoenix,AZ,"""Top Fermented""",12,2,F,F,"A-1, LANCERS",ALE,Arizona,Phoenix,AZ,"""Top Fermented""",,85,12,2,,,
1031220,F,"A-1, LANCERS",ALE,Arizona,Phoenix,AZ,"Guaranteed Top Fermented""",12,2,F,F,"A-1, LANCERS",ALE,Arizona,Phoenix,AZ,"Guaranteed Top Fermented""",,75,12,2,,,
1031230,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,Larger stars,12,1,F,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,Larger stars,,400,12,1,OT,,
1031240,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,Smaller stars,12,1,F,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,Smaller stars,,450,12,1,OT,,
1031250,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,"""One of America's Famous..."" at bottom",12,1,F,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,"""One of America's Famous..."" at bottom",,25,12,1,,,
1031255,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,"""The Western Way to Say Welcome"" at bottom",12,1,F,F,A-1 PILSNER,BEER,Arizona,Phoenix,AZ,"""The Western Way to Say Welcome"" at bottom",,,12,1,,,Yes
1031260,F,A-1 PILSNER A PREMIUM,BEER,Arizona,Phoenix,AZ,Short can,10,1,F,F,A-1 PILSNER A PREMIUM,BEER,Arizona,Phoenix,AZ,Short can,,75,10,1,,,
1031270,F,A-1 PILSNER A PREMIUM,BEER,Arizona,Phoenix,AZ,,12,1,F,F,A-1 PILSNER A PREMIUM,BEER,Arizona,Phoenix,AZ,,,25,12,1,,,
1031280,F,A-1 PILSNER A PREMIUM,BEER,Arizona,Phoenix,AZ,,12,2,F,F,A-1 PILSNER A PREMIUM,BEER,Arizona,Phoenix,AZ,,,25,12,2,,,
1031290,F,A-1 PREMIUM,BEER,Arizona,Phoenix,AZ,,12,1,F,F,A-1 PREMIUM,BEER,Arizona,Phoenix,AZ,,,400,12,1,,,
1031300,F,A-1 PREMIUM,BEER,Arizona,Phoenix,AZ,,12,1,F,F,A-1 PREMIUM,BEER,Arizona,Phoenix,AZ,,,30,12,1,,,
1031310,F,"A-1 PILSNER, LANCERS",BEER,Arizona,Phoenix,AZ,,12,2,F,F,"A-1 PILSNER, LANCERS",BEER,Arizona,Phoenix,AZ,,,30,12,2,,,
1031320,F,A-1,BOCK,Arizona,Phoenix,AZ,,12,3,F,F,A-1,BOCK,Arizona,Phoenix,AZ,,,1000+,12,3,,,
1031330,F,"A-1, CARLING",BEER,Carling,Phoenix,AZ,,12,2,F,F,"A-1, CARLING",BEER,Carling,Phoenix,AZ,,,40,12,2,,,
1031340,F,APOLLO A LIGHT LAGER,BEER,American,Rochester,NY,Dull gray enamel,12,1,F,F,APOLLO A LIGHT LAGER,BEER,American,Rochester,NY,Dull gray enamel,,900,12,1,OT,,
1031350,F,APOLLO A LIGHT LAGER,BEER,American,Rochester,NY,Silver-gray enamel,12,1,F,F,APOLLO A LIGHT LAGER,BEER,American,Rochester,NY,Silver-gray enamel,,900,12,1,OT,,
1031360,F,ARGONAUT THE LIGHT,BEER,Arizona,Phoenix,AZ,,12,2,F,F,ARGONAUT THE LIGHT,BEER,Arizona,Phoenix,AZ,,,500,12,2,,,
1031370,F,ARISTOCRAT PREMIUM,BEER,Mountain,Denver,CO,,12,2,F,F,ARISTOCRAT PREMIUM,BEER,Mountain,Denver,CO,,,60,12,2,,,
1031380,F,ARMANETTI PREMIUM,BEER,Gold Brau,Chicago,IL,"""BREWED AND PACKED BY...""",12,2,F,F,ARMANETTI PREMIUM,BEER,Gold Brau,Chicago,IL,"""BREWED AND PACKED BY...""",,60,12,2,,,
1031390,F,ARMANETTI PREMIUM,BEER,Gold Brau,Chicago,IL,"No ""BREWED AND PACKED BY...""",12,2,F,F,ARMANETTI PREMIUM,BEER,Gold Brau,Chicago,IL,"No ""BREWED AND PACKED BY...""",,60,12,2,,,
1031400,F,ARROW,ALE,Globe,Baltimore,MD,,12,1,F,F,ARROW,ALE,Globe,Baltimore,MD,,,1000+,12,1,OT,,
1032010,F,ARROW ENGLISH STYLE,ALE,Globe,Baltimore,MD,,12,1,F,F,ARROW ENGLISH STYLE,ALE,Globe,Baltimore,MD,,,1000+,12,1,OT,,
1032020,F,ARROW,BEER,Globe,Baltimore,MD,Enamel,12,1,F,F,ARROW,BEER,Globe,Baltimore,MD,Enamel,,110,12,1,OT,,
1032030,F,ARROW,BEER,Globe,Baltimore,MD,Dull metallic,12,1,F,F,ARROW,BEER,Globe,Baltimore,MD,Dull metallic,,125,12,1,OT,,
1032040,F,ARROW,BEER,Globe,Baltimore,MD,,12,1,F,F,ARROW,BEER,Globe,Baltimore,MD,,,225,12,1,OT,,
1032050,F,ARROW,BEER,Globe,Baltimore,MD,,12,1,F,F,ARROW,BEER,Globe,Baltimore,MD,,,150,12,1,,,
1032060,F,ARROW IMPERIAL LAGERED,BEER,Globe,Baltimore,MD,,12,1,F,F,ARROW IMPERIAL LAGERED,BEER,Globe,Baltimore,MD,,,60,12,1,,,
1032070,F,ARROW 77 THE GLOBE'S FINEST,BEER,Globe,Baltimore,MD,Gold trim,12,2,F,F,ARROW 77 THE GLOBE'S FINEST,BEER,Globe,Baltimore,MD,Gold trim,,25,12,2,,,
1032080,F,ARROW 77 THE GLOBE'S FINEST,BEER,Globe,Baltimore,MD,Silver trim,12,2,F,F,ARROW 77 THE GLOBE'S FINEST,BEER,Globe,Baltimore,MD,Silver trim,,20,12,2,,,
1032090,F,ARROW,BOCK,Globe,Baltimore,MD,,12,1,F,F,ARROW,BOCK,Globe,Baltimore,MD,,,850,12,1,,,
1032100,F,ARROW 77 THE GLOBE'S FINEST,BEER,Globe,Cumberland,MD,,12,2,F,F,ARROW 77 THE GLOBE'S FINEST,BEER,Globe,Cumberland,MD,,,20,12,2,,,
1032110,F,ARROWHEAD,BEER,Arrowhead,Cold Spring,MN,,12,2,F,F,ARROWHEAD,BEER,Arrowhead,Cold Spring,MN,,,50,12,2,,,
1032120,F,ASPEN GOLD,BEER,Tivoli,Denver,CO,,12,2,F,F,ASPEN GOLD,BEER,Tivoli,Denver,CO,,,15,12,2,,,
1032130,F,ASSOCIATED BRAND LAGER,BEER,Humboldt,Eureka,CA,Paper Label,12,2,F,F,ASSOCIATED BRAND LAGER,BEER,Humboldt,Eureka,CA,Paper Label,,850,12,2,OT,,
1032140,F,ATLANTIC SPARKLING,ALE,Atlantic Co.,Charlotte,NC,,12,1,F,F,ATLANTIC SPARKLING,ALE,Atlantic Co.,Charlotte,NC,,,225,12,1,,,
1032150,F,ATLANTIC SPARKLING,ALE,Atlantic Co.,Charlotte,NC,,12,1,F,F,ATLANTIC SPARKLING,ALE,Atlantic Co.,Charlotte,NC,,,250,12,1,,,
1032160,F,ATLANTIC THE BEER OF THE SOUTH,BEER,Atlantic Co.,Charlotte,NC,,12,1,F,F,ATLANTIC THE BEER OF THE SOUTH,BEER,Atlantic Co.,Charlotte,NC,,,375,12,1,,,
1032170,F,ATLAS YORKSHIRE,ALE,Atlas,Chicago,IL,,12,1,F,F,ATLAS YORKSHIRE,ALE,Atlas,Chicago,IL,,,1000+,12,1,OT,,
1032180,F,ATLAS PRAGER,BEER,Atlas,Chicago,IL,"Red ""ATLAS""",12,1,F,F,ATLAS PRAGER,BEER,Atlas,Chicago,IL,"Red ""ATLAS""",,350,12,1,OT,,
1032190,F,ATLAS PRAGER SLOW-BREWED,BEER,Atlas,Chicago,IL,Enamel,12,1,F,F,ATLAS PRAGER SLOW-BREWED,BEER,Atlas,Chicago,IL,Enamel,,110,12,1,OT,,
1032200,F,ATLAS PRAGER SLOW-BREWED,BEER,Atlas,Chicago,IL,Metallic,12,1,F,F,ATLAS PRAGER SLOW-BREWED,BEER,Atlas,Chicago,IL,Metallic,,110,12,1,OT,,
1032210,F,ATLAS PRAGER,BEER,Atlas,Chicago,IL,,12,1,F,F,ATLAS PRAGER,BEER,Atlas,Chicago,IL,,,30,12,1,T,,
1032220,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""SLOW-BREWED"", ""bitter free"" on sides",12,1,F,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""SLOW-BREWED"", ""bitter free"" on sides",,20,12,1,,,
1032225,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""SLOW-BREWED"", No ""bitter free""",12,2,F,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""SLOW-BREWED"", No ""bitter free""",,,12,2,,,Yes
1032230,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,,12,1,F,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,,,20,12,1,,,
1032240,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,Red bands,12,2,F,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,Red bands,,15,12,2,,,
1032250,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""BREWED AND PACKAGED BY...""",12,2,F,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""BREWED AND PACKAGED BY...""",,20,12,2,,,
1032255,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""PACKAGED BY...""",12,2,F,F,ATLAS PRAGER EXTRA DRY,BEER,Atlas,Chicago,IL,"""PACKAGED BY...""",,,12,2,,,Yes
1032257,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Atlas,Chicago,IL,"Gold bands, gold around label",12,2,F,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Atlas,Chicago,IL,"Gold bands, gold around label",,,12,2,,,Yes
1032260,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Atlas,Chicago,IL,"Gold bands, pink around label",12,2,F,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Atlas,Chicago,IL,"Gold bands, pink around label",,20,12,2,,,
1032270,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Atlas,Chicago,IL,Blue bands,12,2,F,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Atlas,Chicago,IL,Blue bands,,8,12,2,,,
1032280,F,ATLAS PRAGER,BOCK,Atlas,Chicago,IL,,12,2,F,F,ATLAS PRAGER,BOCK,Atlas,Chicago,IL,,,85,12,2,,,
1032290,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Drewry's Ltd.,South Bend,IN,,12,2,F,F,ATLAS PRAGER BOHEMIAN LIGHT LAGER,BEER,Drewry's Ltd.,South Bend,IN,,,5,12,2,,,
1032300,F,AUGUSTINER,BEER,August Wagner,Columbus,OH,,12,1,F,F,AUGUSTINER,BEER,August Wagner,Columbus,OH,,,15,12,1,,,
1032310,F,AUTOCRAT PILSNER,BEER,Manhattan,Chicago,IL,,12,1,F,F,AUTOCRAT PILSNER,BEER,Manhattan,Chicago,IL,,,1000+,12,1,OT,,
1032320,F,AUTOCRAT PILSNER,BEER,No Mandatory,Chicago,IL,,12,1,F,F,AUTOCRAT PILSNER,BEER,No Mandatory,Chicago,IL,,,1000+,12,1,OT,,
1032330,F,BADGER,BEER,Manhattan,Chicago,IL,,12,1,F,F,BADGER,BEER,Manhattan,Chicago,IL,,,1000+,12,1,OT,,
1032340,F,BADGER,BEER,Whitewater,Whitewater,WI,"""KEGLINED"" at top",12,1,F,F,BADGER,BEER,Whitewater,Whitewater,WI,"""KEGLINED"" at top",,1000+,12,1,OT,,
1032350,F,BADGER,BEER,Whitewater,Whitewater,WI,"No ""KEGLINED"" at top",12,1,F,F,BADGER,BEER,Whitewater,Whitewater,WI,"No ""KEGLINED"" at top",,1000+,12,1,OT,,
1032360,F,BALBOA EXPORT PREMIUM LAGER,BEER,Monarch,Los Angeles,CA,"Re-Lidded""...NET CONTENTS 12 FL. OZ. - PERMIT...""",12,1,F,F,BALBOA EXPORT PREMIUM LAGER,BEER,Monarch,Los Angeles,CA,"Re-Lidded""...NET CONTENTS 12 FL. OZ. - PERMIT...""",,400,12,1,T,,
1032370,F,BALBOA EXPORT PREMIUM LAGER,BEER,Monarch,Los Angeles,CA,,12,1,F,F,BALBOA EXPORT PREMIUM LAGER,BEER,Monarch,Los Angeles,CA,,,400,12,1,T,,
1032380,F,BALBOA EXPORT PREMIUM PALE,BEER,Grace Bros LTD.,Los Angeles,CA,,12,1,F,F,BALBOA EXPORT PREMIUM PALE,BEER,Grace Bros LTD.,Los Angeles,CA,,,150,12,1,W,,
1032390,F,BALBOA EXPORT PREMIUM PALE,BEER,Grace Bros LTD.,Los Angeles,CA,,12,1,F,F,BALBOA EXPORT PREMIUM PALE,BEER,Grace Bros LTD.,Los Angeles,CA,,,150,12,1,T,,
1032400,F,BALBOA EXPORT PREMIUM PALE,BEER,Southern,Los Angeles,CA,,12,1,F,F,BALBOA EXPORT PREMIUM PALE,BEER,Southern,Los Angeles,CA,,,125,12,1,,,
1033010,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""©1935"" below ""XXX""",12,1,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""©1935"" below ""XXX""",,125,12,1,OT,Yes,
1033020,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""©1935 TRADE MARK REG. U.S.."" above ""XXX""",12,1,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""©1935 TRADE MARK REG. U.S.."" above ""XXX""",,125,12,1,OT,Yes,
1033030,F,BALLANTINE'S XXX,ALE,,,,3 Line Mandatory,,,F,F,BALLANTINE'S XXX,ALE,,,,3 Line Mandatory,"Front of 4,5",,,,,,
1033040,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""UNITED BREWERS INDUSTRY..."" seal",12,1,F,S,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""UNITED BREWERS INDUSTRY..."" seal",,30,12,1,T,Yes,
1033042,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""KEGLINED"" trademark",12,1,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""KEGLINED"" trademark",,,12,1,T,,Yes
1033044,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,12,1,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,,,12,1,T,,Yes
1033050,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,12,1,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,,30,12,1,T,Yes,
1033060,F,BALLANTINE'S XXX,,,,,4 Line Mandatory,,,F,F,BALLANTINE'S XXX,,,,,4 Line Mandatory,Front of 7-10,,,,,,
1033070,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,12,1,F,S,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,,30,12,1,T,Yes,
1033080,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,12,1,F,S,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,,30,12,1,T,Yes,
1033090,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,12,1,F,S,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,,30,12,1,T,Yes,
1033100,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,12,1,F,S,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,,,30,12,1,T,Yes,
1033110,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"IRTP, ""...295 MADISON AVENUE..."", 2 faces",12,2,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"IRTP, ""...295 MADISON AVENUE..."", 2 faces",,25,12,2,T,Yes,
1033120,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"No IRTP, ""...295 MADISON AVENUE...""",12,2,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"No IRTP, ""...295 MADISON AVENUE...""",,25,12,2,,Yes,
1033130,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"No ""BREWED AND PACKED BY..."", 1 face",12,1,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"No ""BREWED AND PACKED BY..."", 1 face",,25,12,1,,Yes,
1033140,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"©1950, ""BREWED AND PACKED BY..."", 1 face",12,1,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"©1950, ""BREWED AND PACKED BY..."", 1 face",,25,12,1,,Yes,
1033150,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"©1950, ""BREWED AND PACKED BY..."", 2 faces",12,2,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,"©1950, ""BREWED AND PACKED BY..."", 2 faces",,8,12,2,,Yes,
1033160,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,©1950,12,2,F,F,BALLANTINE'S XXX,ALE,P. Ballantine & Sons,Newark,NJ,©1950,,250,12,2,,Yes,
1033170,F,BALLANTINE XXX,ALE,,,,,,,F,F,BALLANTINE XXX,ALE,,,,,"Front of 18, 19",,,,,,
1033180,F,BALLANTINE XXX,,P. Ballantine & Sons,Newark,NJ,"""...Brewer's Gold ®...""",12,2,F,S,BALLANTINE XXX,,P. Ballantine & Sons,Newark,NJ,"""...Brewer's Gold ®...""",,8,12,2,,Yes,
1033190,F,BALLANTINE XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""...Brewer's Gold...""",12,2,F,S,BALLANTINE XXX,ALE,P. Ballantine & Sons,Newark,NJ,"""...Brewer's Gold...""",,8,12,2,,Yes,
